SYMBOL,tau,tissue,current_symbol,submitted_item,validated_id,FBID_KEY,ANNOTATION_SYMBOL,LOCATION_ARM,LOCATION_MAX,LOCATION_MIN,LOCATION_STRAND,NAME,group
CtBP,0.222906694635182,malpighian.tubule,CtBP,CtBP,FBgn0020496,FBgn0020496,CG7583,3R,13026275,13011649,1,C-terminal Binding Protein,"(0.2,0.25]"
CTCF,0.518613117066813,trachea,CTCF,CTCF,FBgn0035769,FBgn0035769,CG8591,3L,7356713,7353578,-1,CTCF,"(0.5,0.55]"
Ctf4,0.913495437548831,trachea,Ctf4,Ctf4,FBgn0033890,FBgn0033890,CG13350,2R,13983317,13980362,-1,Chromosome transmission fidelity 4,"(0.9,0.95]"
CtIP,0.62839865306527,trachea,CtIP,CtIP,FBgn0036991,FBgn0036991,CG5872,3L,20438370,20436250,1,CTBP-interacting protein,"(0.6,0.65]"
Ctl1,0.915123365879419,wing,Ctl1,Ctl1,FBgn0035523,FBgn0035523,CG1311,3L,4281585,4277962,1,Choline transporter-like 1,"(0.9,0.95]"
Ctl2,0.700130708883627,malpighian.tubule,Ctl2,Ctl2,FBgn0039637,FBgn0039637,CG11880,3R,29128247,29123370,1,Choline transporter-like 2,"(0.7,0.75]"
ctp,0.360684741158799,wing,ctp,ctp,FBgn0011760,FBgn0011760,CG6998,X,4702034,4687800,1,cut up,"(0.35,0.4]"
CTPsyn,0.733159429337763,ovary,CTPsyn,CTPsyn,FBgn0266452,FBgn0266452,CG45070,3L,15113003,15097914,1,CTP synthase,"(0.7,0.75]"
Ctr1A,0.350528448874184,heart,Ctr1A,Ctr1A,FBgn0062413,FBgn0062413,CG3977,X,6668258,6661647,1,Copper transporter 1A,"(0.35,0.4]"
Ctr1B,0.758905948952135,malpighian.tubule,Ctr1B,Ctr1B,FBgn0062412,FBgn0062412,CG7459,3R,8319205,8317612,1,Copper transporter 1B,"(0.75,0.8]"
Ctr1C,0.996279850432822,testis,Ctr1C,Ctr1C,FBgn0062411,FBgn0062411,CG15551,3R,30964320,30963290,-1,Copper transporter 1C,"(0.95,1]"
Ctr9,0.477082007185167,gut,Ctr9,Ctr9,FBgn0035205,FBgn0035205,CG2469,3L,1311805,1307224,1,Ctr9,"(0.45,0.5]"
ctrip,0.351207702928529,testis,ctrip,ctrip,FBgn0260794,FBgn0260794,CG42574,3R,4812096,4786284,-1,circadian trip,"(0.35,0.4]"
CtsB,0.531415954922548,male.reproductive.glands,CtsB,CtsB1,FBgn0030521,FBgn0030521,CG10992,X,13782170,13779847,-1,Cathepsin B,"(0.5,0.55]"
cu,0.696656879614027,fat.body,cu,cu,FBgn0261808,FBgn0261808,CG31299,3R,11208633,11197592,1,curled,"(0.65,0.7]"
Cubn,0.854281411594244,heart,Cubn,Cubn,FBgn0052702,FBgn0052702,CG32702,X,9571308,9558665,-1,Cubilin,"(0.85,0.9]"
cue,0.623076666705784,fat.body,cue,cue,FBgn0011204,FBgn0011204,CG12086,3L,1517271,1503226,-1,cueball,"(0.6,0.65]"
cuff,0.874430304384575,testis,cuff,cuff,FBgn0260932,FBgn0260932,CG13190,2R,11887603,11886067,1,cutoff,"(0.85,0.9]"
Cul1,0.333495783747196,trachea,Cul1,Cul1,FBgn0015509,FBgn0015509,CG1877,2R,7921579,7916856,1,Cullin 1,"(0.3,0.35]"
Cul2,0.434984529944775,testis,Cul2,Cul2,FBgn0032956,FBgn0032956,CG1512,2L,21663698,21658735,1,Cullin 2,"(0.4,0.45]"
Cul3,0.627277763057245,testis,Cul3,Cul3,FBgn0261268,FBgn0261268,CG42616,2L,15272024,15265245,-1,Cullin 3,"(0.6,0.65]"
Cul4,0.511865006736915,fat.body,Cul4,Cul4,FBgn0033260,FBgn0033260,CG8711,2R,8106318,8102260,-1,Cullin 4,"(0.5,0.55]"
Cul5,0.56069641125041,trachea,Cul5,Cul5,FBgn0039632,FBgn0039632,CG1401,3R,29062975,29059272,-1,Cullin 5,"(0.55,0.6]"
Cul6,0.856047915191489,testis,Cul6,Cul6,FBgn0036332,FBgn0036332,CG11261,3L,13011685,13009399,-1,Cullin 6,"(0.85,0.9]"
Culd,0.8896777735293,malpighian.tubule,Culd,Culd,FBgn0035880,FBgn0035880,CG17352,3L,8356296,8352355,-1,CUB and LDLa domain,"(0.85,0.9]"
cutlet,0.725657158626102,trachea,cutlet,cutlet,FBgn0015376,FBgn0015376,CG33122,2L,3711748,3707230,-1,cutlet,"(0.7,0.75]"
cv,0.803578300010571,male.reproductive.glands,cv,cv,FBgn0000394,FBgn0000394,CG12410,X,5693084,5690002,1,crossveinless,"(0.8,0.85]"
cv-2,0.639476921505854,fat.body,cv-2,cv-2,FBgn0000395,FBgn0000395,CG15671,2R,21379464,21355015,-1,crossveinless 2,"(0.6,0.65]"
cv-c,0.358145762415995,haltere,cv-c,cv-c,FBgn0285955,FBgn0285955,CG34389,3R,14481713,14391683,-1,crossveinless c,"(0.35,0.4]"
cv-d,0.923018039230234,fat.body,cv-d,cv-d,FBgn0265048,FBgn0265048,CG31150,3R,15853581,15844466,-1,crossveinless d,"(0.9,0.95]"
Cwc25,0.618433755225164,ovary,Cwc25,Cwc25,FBgn0031452,FBgn0031452,CG2843,2L,2746944,2745098,1,Cwc25,"(0.6,0.65]"
cwo,0.536438879161688,malpighian.tubule,cwo,cwo,FBgn0259938,FBgn0259938,CG17100,3R,10400752,10388258,1,clockwork orange,"(0.5,0.55]"
cyc,0.520299137873952,gut,cyc,cyc,FBgn0023094,FBgn0023094,CG8727,3L,19815938,19813770,-1,cycle,"(0.5,0.55]"
CycA,0.8773333823053,ovary,CycA,CycA,FBgn0000404,FBgn0000404,CG5940,3L,11833578,11826719,-1,Cyclin A,"(0.85,0.9]"
CycB,0.902955774818785,ovary,CycB,CycB,FBgn0000405,FBgn0000405,CG3510,2R,22806948,22803521,-1,Cyclin B,"(0.9,0.95]"
CycB3,0.896797421592786,trachea,CycB3,CycB3,FBgn0015625,FBgn0015625,CG5814,3R,24870816,24867934,-1,Cyclin B3,"(0.85,0.9]"
CycC,0.713268126331399,trachea,CycC,CycC,FBgn0004597,FBgn0004597,CG7281,3R,14890205,14889004,-1,Cyclin C,"(0.7,0.75]"
CycD,0.699317855168079,trachea,CycD,CycD,FBgn0010315,FBgn0010315,CG9096,X,15909676,15906822,-1,Cyclin D,"(0.65,0.7]"
CycE,0.799551421100475,ovary,CycE,CycE,FBgn0010382,FBgn0010382,CG3938,2L,15748150,15727581,-1,Cyclin E,"(0.75,0.8]"
CycG,0.375846691099764,malpighian.tubule,CycG,CycG,FBgn0039858,FBgn0039858,CG11525,3R,31612664,31596642,-1,Cyclin G,"(0.35,0.4]"
CycH,0.726632866872453,testis,CycH,CycH,FBgn0022936,FBgn0022936,CG7405,3L,21823309,21821997,1,Cyclin H,"(0.7,0.75]"
CycJ,0.90354957019511,ovary,CycJ,CycJ,FBgn0010317,FBgn0010317,CG10308,3L,3468098,3466428,1,Cyclin J,"(0.9,0.95]"
CycK,0.523541791631247,trachea,CycK,CycK,FBgn0025674,FBgn0025674,CG15218,2L,22130142,22124285,-1,Cyclin K,"(0.5,0.55]"
CycT,0.478851771982198,malpighian.tubule,CycT,CycT,FBgn0025455,FBgn0025455,CG6292,3L,17557788,17551004,-1,Cyclin T,"(0.45,0.5]"
CycY,0.598634541787552,malpighian.tubule,CycY,CycY,FBgn0032378,FBgn0032378,CG14939,2L,11813780,11810092,-1,Cyclin Y,"(0.55,0.6]"
Cyfip,0.524145481958903,fat.body,Cyfip,Sra-1,FBgn0038320,FBgn0038320,CG4931,3R,15338365,15333266,1,Cytoplasmic FMR1 interacting protein,"(0.5,0.55]"
CYLD,0.637075427608167,testis,CYLD,CYLD,FBgn0032210,FBgn0032210,CG5603,2L,10299847,10295859,-1,Cylindromatosis,"(0.6,0.65]"
Cyp1,0.484277103320675,ovary,Cyp1,Cyp1,FBgn0004432,FBgn0004432,CG9916,X,16320370,16317673,-1,Cyclophilin 1,"(0.45,0.5]"
Cyp12a4,0.874626753694903,malpighian.tubule,Cyp12a4,Cyp12a4,FBgn0038681,FBgn0038681,CG6042,3R,19137136,19135158,1,Cytochrome P450 12a4,"(0.85,0.9]"
Cyp12a5,0.766214655362164,malpighian.tubule,Cyp12a5,Cyp12a5,FBgn0038680,FBgn0038680,CG11821,3R,19134704,19132648,1,Cytochrome P450 12a5,"(0.75,0.8]"
Cyp12b2,0.608247389073338,fat.body,Cyp12b2,Cyp12b2,FBgn0034387,FBgn0034387,CG15077,2R,18757083,18754995,1,Cytochrome P450 12b2,"(0.6,0.65]"
Cyp12c1,0.875514951401905,fat.body,Cyp12c1,Cyp12c1,FBgn0036806,FBgn0036806,CG4120,3L,18686319,18684259,-1,Cytochrome P450 12c1,"(0.85,0.9]"
Cyp12d1-d,0.994025427088538,malpighian.tubule,Cyp12d1-d,Cyp12d1-d,FBgn0053503,FBgn0053503,CG33503,2R,11125647,11123658,-1,Cytochrome P450 12d1 distal,"(0.95,1]"
Cyp12d1-p,0.902412547827197,fat.body,Cyp12d1-p,Cyp12d1-p,FBgn0050489,FBgn0050489,CG30489,2R,11121884,11117225,-1,Cytochrome P450 12d1 proximal,"(0.9,0.95]"
Cyp12e1,0.754784569745341,oenocyte,Cyp12e1,Cyp12e1,FBgn0037817,FBgn0037817,CG14680,3R,10436704,10434789,1,Cytochrome P450 12e1,"(0.75,0.8]"
Cyp18a1,0.811161451817919,haltere,Cyp18a1,Cyp18a1,FBgn0010383,FBgn0010383,CG6816,X,18693042,18688538,-1,Cytochrome P450 18a1,"(0.8,0.85]"
Cyp28a5,0.911057836827029,trachea,Cyp28a5,Cyp28a5,FBgn0028940,FBgn0028940,CG8864,2L,13979569,13977302,1,Cytochrome P450 28a5,"(0.9,0.95]"
Cyp28c1,0.978791689916539,male.reproductive.glands,Cyp28c1,Cyp28c1,FBgn0030339,FBgn0030339,CG1895,X,11841503,11839608,1,Cytochrome P450 28c1,"(0.95,1]"
Cyp28d1,0.781192293056573,gut,Cyp28d1,Cyp28d1,FBgn0031689,FBgn0031689,CG10833,2L,5212445,5210460,1,Cytochrome P450 28d1,"(0.75,0.8]"
Cyp28d2,0.726500660854168,gut,Cyp28d2,Cyp28d2,FBgn0031688,FBgn0031688,CG6081,2L,5209345,5207267,1,Cytochrome P450 28d2,"(0.7,0.75]"
Cyp301a1,0.937362010363168,trachea,Cyp301a1,Cyp301a1,FBgn0033753,FBgn0033753,CG8587,2R,12569061,12566185,1,Cytochrome P450 301a1,"(0.9,0.95]"
Cyp303a1,0.645130795169933,male.reproductive.glands,Cyp303a1,Cyp303a1,FBgn0001992,FBgn0001992,CG4163,2L,16296969,16294183,1,Cytochrome P450 303a1,"(0.6,0.65]"
Cyp304a1,0.977067013819918,fat.body,Cyp304a1,Cyp304a1,FBgn0038095,FBgn0038095,CG7241,3R,12965923,12963791,1,Cytochrome P450 304a1,"(0.95,1]"
Cyp305a1,0.834827744828058,trachea,Cyp305a1,Cyp305a1,FBgn0036910,FBgn0036910,CG8733,3L,19813339,19810403,-1,Cytochrome P450 305a1,"(0.8,0.85]"
Cyp308a1,0.980653894182091,antenna,Cyp308a1,Cyp308a1,FBgn0030949,FBgn0030949,CG6585,X,18711638,18709865,1,Cytochrome P450 308a1,"(0.95,1]"
Cyp309a1,0.928462322614082,fat.body,Cyp309a1,Cyp309a1,FBgn0031432,FBgn0031432,CG9964,2L,2564830,2562483,-1,Cytochrome P450 309a1,"(0.9,0.95]"
Cyp309a2,0.943416692092996,fat.body,Cyp309a2,Cyp309a2,FBgn0041337,FBgn0041337,CG18559,2L,2573037,2564886,-1,Cytochrome P450 309a2,"(0.9,0.95]"
Cyp310a1,0.954931849297354,testis,Cyp310a1,Cyp310a1,FBgn0032693,FBgn0032693,CG10391,2L,18653010,18651058,-1,Cytochrome P450 310a1,"(0.95,1]"
Cyp311a1,0.7495541352197,haltere,Cyp311a1,Cyp311a1,FBgn0030367,FBgn0030367,CG1488,X,12031465,12029754,-1,Cytochrome P450 311a1,"(0.7,0.75]"
Cyp312a1,0.982300223806256,male.reproductive.glands,Cyp312a1,Cyp312a1,FBgn0036778,FBgn0036778,CG5137,3L,18132689,18128940,-1,Cytochrome P450 312a1,"(0.95,1]"
Cyp313a1,0.8811586667052,leg,Cyp313a1,Cyp313a1,FBgn0038236,FBgn0038236,CG3360,3R,14523064,14521049,1,Cytochrome P450 313a1,"(0.85,0.9]"
Cyp313a2,0.855881730677951,oenocyte,Cyp313a2,Cyp313a2,FBgn0038006,FBgn0038006,CG10094,3R,12236904,12234980,-1,Cytochrome P450 313a2,"(0.85,0.9]"
Cyp313a3,0.989449750991872,male.reproductive.glands,Cyp313a3,Cyp313a3,FBgn0038007,FBgn0038007,CG10093,3R,12239266,12237138,-1,Cytochrome P450 313a3,"(0.95,1]"
Cyp313a4,0.872144019453853,trachea,Cyp313a4,Cyp313a4,FBgn0038076,FBgn0038076,CG6802,3R,12681375,12679279,-1,Cytochrome P450 313a4,"(0.85,0.9]"
Cyp313a5,0.980244651398573,male.reproductive.glands,Cyp313a5,Cyp313a5,FBgn0038005,FBgn0038005,CG15807,3R,12234684,12232794,-1,Cytochrome P450 313a5,"(0.95,1]"
Cyp313b1,0.890937455518369,trachea,Cyp313b1,Cyp313b1,FBgn0037601,FBgn0037601,CG9716,3R,8645650,8643070,-1,Cytochrome P450 313b1,"(0.85,0.9]"
Cyp316a1,0.953199418157841,testis,Cyp316a1,Cyp316a1,FBgn0035790,FBgn0035790,CG8540,3L,7493484,7491864,1,Cytochrome P450 316a1,"(0.95,1]"
Cyp317a1,0.69168191196617,haltere,Cyp317a1,Cyp317a1,FBgn0033982,FBgn0033982,CG17453,2R,14903095,14898312,1,Cytochrome P450 317a1,"(0.65,0.7]"
Cyp318a1,0.797368618050209,trachea,Cyp318a1,Cyp318a1,FBgn0030369,FBgn0030369,CG1786,X,12035283,12032632,1,Cytochrome P450 318a1,"(0.75,0.8]"
cyp33,0.698801013024842,testis,cyp33,cyp33,FBgn0028382,FBgn0028382,CG4886,2R,17546400,17545222,1,cyclophilin-33,"(0.65,0.7]"
Cyp40,0.834621718114919,testis,Cyp40,CG8336,FBgn0036020,FBgn0036020,CG8336,3L,9631795,9628676,1,Cyclophilin 40,"(0.8,0.85]"
Cyp49a1,0.746613929921163,gut,Cyp49a1,Cyp49a1,FBgn0033524,FBgn0033524,CG18377,2R,10458892,10449350,-1,Cytochrome P450 49a1,"(0.7,0.75]"
Cyp4aa1,0.839996718975709,gut,Cyp4aa1,Cyp4aa1,FBgn0034053,FBgn0034053,CG8302,2R,15947266,15942864,1,Cytochrome P450 4aa1,"(0.8,0.85]"
Cyp4ac1,0.899174085269848,fat.body,Cyp4ac1,Cyp4ac1,FBgn0031693,FBgn0031693,CG14032,2L,5265899,5264001,1,Cytochrome P450 4ac1,"(0.85,0.9]"
Cyp4ac2,0.887156366747205,wing,Cyp4ac2,Cyp4ac2,FBgn0031694,FBgn0031694,CG17970,2L,5268455,5266392,1,Cytochrome P450 4ac2,"(0.85,0.9]"
Cyp4ac3,0.764176421241718,oenocyte,Cyp4ac3,Cyp4ac3,FBgn0031695,FBgn0031695,CG14031,2L,5270329,5268498,1,Cytochrome P450 4ac3,"(0.75,0.8]"
Cyp4ad1,0.952681615794411,testis,Cyp4ad1,Cyp4ad1,FBgn0033292,FBgn0033292,CG2110,2R,8442806,8439395,-1,Cytochrome P450 4ad1,"(0.95,1]"
Cyp4ae1,0.718509528355634,malpighian.tubule,Cyp4ae1,Cyp4ae1,FBgn0015036,FBgn0015036,CG10755,X,2180998,2179007,1,Cytochrome P450 4ae1,"(0.7,0.75]"
Cyp4c3,0.91163787658835,proboscis,Cyp4c3,Cyp4c3,FBgn0015032,FBgn0015032,CG1438,3R,30900688,30894038,1,Cytochrome P450 4c3,"(0.9,0.95]"
Cyp4d1,0.916906997026557,gut,Cyp4d1,Cyp4d1,FBgn0005670,FBgn0005670,CG3656,X,2162180,2159145,-1,Cytochrome P450 4d1,"(0.9,0.95]"
Cyp4d14,0.840046404373028,malpighian.tubule,Cyp4d14,Cyp4d14,FBgn0023541,FBgn0023541,CG3540,X,2175315,2173415,-1,Cytochrome P450 4d14,"(0.8,0.85]"
Cyp4d2,0.819919722972851,malpighian.tubule,Cyp4d2,Cyp4d2,FBgn0011576,FBgn0011576,CG3466,X,2178728,2176006,1,Cytochrome P450 4d2,"(0.8,0.85]"
Cyp4d20,0.623897309296378,wing,Cyp4d20,Cyp4d20,FBgn0035344,FBgn0035344,CG16761,3L,2478448,2476259,-1,Cytochrome P450 4d20,"(0.6,0.65]"
Cyp4d21,0.934814694730899,leg,Cyp4d21,Cyp4d21,FBgn0031925,FBgn0031925,CG6730,2L,7607701,7605600,1,Cytochrome P450 4d21,"(0.9,0.95]"
Cyp4d8,0.851997116417436,fat.body,Cyp4d8,Cyp4d8,FBgn0015033,FBgn0015033,CG4321,3L,7496197,7493557,-1,Cytochrome P450 4d8,"(0.85,0.9]"
Cyp4e1,0.838460412294902,male.reproductive.glands,Cyp4e1,Cyp4e1,FBgn0015034,FBgn0015034,CG2062,2R,8449745,8447451,1,Cytochrome P450 4e1,"(0.8,0.85]"
Cyp4e2,0.780186687250152,malpighian.tubule,Cyp4e2,Cyp4e2,FBgn0014469,FBgn0014469,CG2060,2R,8447164,8444560,1,Cytochrome P450 4e2,"(0.75,0.8]"
Cyp4e3,0.825107100511256,malpighian.tubule,Cyp4e3,Cyp4e3,FBgn0015035,FBgn0015035,CG4105,2L,9750071,9747839,-1,Cytochrome P450 4e3,"(0.8,0.85]"
Cyp4g1,0.836126102432423,oenocyte,Cyp4g1,Cyp4g1,FBgn0010019,FBgn0010019,CG3972,X,469335,467057,-1,Cytochrome P450 4g1,"(0.8,0.85]"
Cyp4g15,0.696123769595669,antenna,Cyp4g15,Cyp4g15,FBgn0030304,FBgn0030304,CG11715,X,11483233,11477058,1,Cytochrome P450 4g15,"(0.65,0.7]"
Cyp4p1,0.616746784053539,male.reproductive.glands,Cyp4p1,Cyp4p1,FBgn0015037,FBgn0015037,CG10842,2R,9242139,9240041,1,Cytochrome P450 4p1,"(0.6,0.65]"
Cyp4p2,0.993909514038112,trachea,Cyp4p2,Cyp4p2,FBgn0033395,FBgn0033395,CG1944,2R,9239831,9237512,1,Cytochrome P450 4p2,"(0.95,1]"
Cyp4p3,0.935199729889168,male.reproductive.glands,Cyp4p3,Cyp4p3,FBgn0033397,FBgn0033397,CG10843,2R,9244410,9242320,1,Cytochrome P450 4p3,"(0.9,0.95]"
Cyp4s3,0.864249839275723,ovary,Cyp4s3,Cyp4s3,FBgn0030615,FBgn0030615,CG9081,X,15116542,15113302,-1,Cytochrome P450 4s3,"(0.85,0.9]"
Cyp6a13,0.633933543897676,malpighian.tubule,Cyp6a13,Cyp6a13,FBgn0033304,FBgn0033304,CG2397,2R,8572147,8570499,1,Cytochrome P450 6a13,"(0.6,0.65]"
Cyp6a14,0.900741952457446,malpighian.tubule,Cyp6a14,Cyp6a14,FBgn0033302,FBgn0033302,CG8687,2R,8567202,8564187,-1,Cytochrome P450 6a14,"(0.9,0.95]"
Cyp6a15Psi,0.968225714777556,malpighian.tubule,Cyp6a15Psi,Cyp6a15Psi,FBgn0033303,FBgn0033303,CR14753,2R,8570306,8569137,1,Cyp6a15Psi,"(0.95,1]"
Cyp6a16,0.963121654260176,testis,Cyp6a16,Cyp6a16,FBgn0031726,FBgn0031726,CG7249,2L,5623762,5620615,-1,Cytochrome P450 6a16,"(0.95,1]"
Cyp6a17,0.945726229990248,malpighian.tubule,Cyp6a17,Cyp6a17,FBgn0015714,FBgn0015714,CG10241,2R,14875739,14873953,1,Cytochrome P450 6a17,"(0.9,0.95]"
Cyp6a18,0.998129781582544,malpighian.tubule,Cyp6a18,Cyp6a18,FBgn0039519,FBgn0039519,CG13977,3R,27482904,27478675,1,Cytochrome P450 6a18,"(0.95,1]"
Cyp6a19,0.908982736490281,trachea,Cyp6a19,Cyp6a19,FBgn0033979,FBgn0033979,CG10243,2R,14879752,14877786,1,Cytochrome P450 6a19,"(0.9,0.95]"
Cyp6a2,0.839697161105751,malpighian.tubule,Cyp6a2,Cyp6a2,FBgn0000473,FBgn0000473,CG9438,2R,6781491,6779749,-1,Cytochrome P450 6a2,"(0.8,0.85]"
Cyp6a20,0.705119763516069,haltere,Cyp6a20,Cyp6a20,FBgn0033980,FBgn0033980,CG10245,2R,14884046,14882118,1,Cytochrome P450 6a20,"(0.7,0.75]"
Cyp6a21,0.847001476584115,haltere,Cyp6a21,Cyp6a21,FBgn0288232,FBgn0288232,CG10247,2R,14886947,14885264,-1,Cytochrome P450 6a21,"(0.8,0.85]"
Cyp6a22,0.780451572262272,fat.body,Cyp6a22,Cyp6a22,FBgn0013773,FBgn0013773,CG10240,2R,14873705,14871366,1,Cytochrome P450 6a22,"(0.75,0.8]"
Cyp6a23,0.671992768136724,haltere,Cyp6a23,Cyp6a23,FBgn0033978,FBgn0033978,CG10242,2R,14877654,14875829,1,Cytochrome P450 6a23,"(0.65,0.7]"
Cyp6a8,0.917615704389558,antenna,Cyp6a8,Cyp6a8,FBgn0013772,FBgn0013772,CG10248,2R,14889010,14887171,-1,Cytochrome P450 6a8,"(0.9,0.95]"
Cyp6a9,0.686798541927431,malpighian.tubule,Cyp6a9,Cyp6a9,FBgn0013771,FBgn0013771,CG10246,2R,14881372,14879356,-1,Cytochrome P450 6a9,"(0.65,0.7]"
Cyp6d2,0.977733880176913,fat.body,Cyp6d2,Cyp6d2,FBgn0034756,FBgn0034756,CG4373,2R,22654530,22652573,-1,Cytochrome P450 6d2,"(0.95,1]"
Cyp6d4,0.810160934914259,fat.body,Cyp6d4,Cyp6d4,FBgn0039006,FBgn0039006,CG12800,3R,22700307,22698319,1,Cytochrome P450 6d4,"(0.8,0.85]"
Cyp6d5,0.624984372913675,fat.body,Cyp6d5,Cyp6d5,FBgn0038194,FBgn0038194,CG3050,3R,14031483,14029228,1,Cytochrome P450 6d5,"(0.6,0.65]"
Cyp6g1,0.816199426792916,antenna,Cyp6g1,Cyp6g1,FBgn0025454,FBgn0025454,CG8453,2R,12188431,12185667,1,Cytochrome P450 6g1,"(0.8,0.85]"
Cyp6g2,0.634685011981484,oenocyte,Cyp6g2,Cyp6g2,FBgn0033696,FBgn0033696,CG8859,2R,12190377,12188338,-1,Cytochrome P450 6g2,"(0.6,0.65]"
Cyp6t1,0.810037007435803,fat.body,Cyp6t1,Cyp6t1,FBgn0031182,FBgn0031182,CG1644,X,21519218,21517434,-1,Cytochrome P450 6t1,"(0.8,0.85]"
Cyp6t2Psi,0.774018499141259,malpighian.tubule,Cyp6t2Psi,Cyp6t2Psi,FBgn0041336,FBgn0041336,CR31621,2L,21284273,21282811,-1,Cyp6t2Psi,"(0.75,0.8]"
Cyp6t3,0.953231931452962,antenna,Cyp6t3,Cyp6t3,FBgn0033697,FBgn0033697,CG8457,2R,12192436,12190682,1,Cytochrome P450 6t3,"(0.95,1]"
Cyp6u1,0.592120951448364,trachea,Cyp6u1,Cyp6u1,FBgn0033121,FBgn0033121,CG3567,2R,6975026,6971996,-1,Cytochrome P450 6u1,"(0.55,0.6]"
Cyp6v1,0.560174448146325,male.reproductive.glands,Cyp6v1,Cyp6v1,FBgn0031126,FBgn0031126,CG1829,X,20661425,20657122,1,Cytochrome P450 6v1,"(0.55,0.6]"
Cyp6w1,0.846967029211027,antenna,Cyp6w1,Cyp6w1,FBgn0033065,FBgn0033065,CG8345,2R,6176195,6173684,1,Cytochrome P450 6w1,"(0.8,0.85]"
Cyp9b1,0.817820265733617,fat.body,Cyp9b1,Cyp9b1,FBgn0015038,FBgn0015038,CG4485,2R,7129808,7127838,-1,Cytochrome P450 9b1,"(0.8,0.85]"
Cyp9b2,0.497469613409668,gut,Cyp9b2,Cyp9b2,FBgn0015039,FBgn0015039,CG4486,2R,7132139,7130277,-1,Cytochrome P450 9b2,"(0.45,0.5]"
Cyp9c1,0.820341629063807,malpighian.tubule,Cyp9c1,Cyp9c1,FBgn0015040,FBgn0015040,CG3616,2R,24632923,24631063,1,Cytochrome P450 9c1,"(0.8,0.85]"
Cyp9f2,0.626967999193259,malpighian.tubule,Cyp9f2,Cyp9f2,FBgn0038037,FBgn0038037,CG11466,3R,12406028,12403340,-1,Cytochrome P450 9f2,"(0.6,0.65]"
Cyp9f3,0.805388647369631,fat.body,Cyp9f3,Cyp9f3,FBgn0038034,FBgn0038034,CG17875,3R,12398929,12396007,-1,Cytochrome P450 9f3,"(0.8,0.85]"
Cyp9h1,0.736382888295099,wing,Cyp9h1,Cyp9h1,FBgn0033775,FBgn0033775,CG17577,2R,12842558,12840813,-1,Cytochrome P450 9h1,"(0.7,0.75]"
cype,0.297804249989884,leg,cype,cype,FBgn0015031,FBgn0015031,CG14028,2L,5327969,5327227,1,cyclope,"(0.25,0.3]"
Cypl,0.767596478522627,oenocyte,Cypl,Cypl,FBgn0035141,FBgn0035141,CG13892,3L,542931,542122,-1,Cyclophilin-like,"(0.75,0.8]"
cyr,0.799822670955308,testis,cyr,cyr,FBgn0030001,FBgn0030001,CG15335,X,8135713,8121280,-1,cypher,"(0.75,0.8]"
Cys,0.498460212969068,proboscis,Cys,Cys,FBgn0004629,FBgn0004629,CG8050,3R,14569644,14569103,-1,Cystatin-like,"(0.45,0.5]"
CysRS,0.695624566286239,trachea,CysRS,CysRS,FBgn0027091,FBgn0027091,CG8431,2R,16145906,16143147,1,Cysteinyl-tRNA synthetase,"(0.65,0.7]"
CysRS-m,0.948362583797837,testis,CysRS-m,CysRS-m,FBgn0033900,FBgn0033900,CG8257,2R,14161262,14159096,-1,"Cysteinyl-tRNA synthetase, mitochondrial","(0.9,0.95]"
cyst,0.683821050505516,wing,cyst,CG10188,FBgn0032796,FBgn0032796,CG10188,2L,19508764,19502335,-1,cysts,"(0.65,0.7]"
cysu,0.915343108100009,gut,cysu,cysu,FBgn0038511,FBgn0038511,CG5873,3R,17446499,17425768,1,Curly Su,"(0.9,0.95]"
Cyt-b5,0.628636812477107,oenocyte,Cyt-b5,Cyt-b5,FBgn0264294,FBgn0264294,CG2140,2R,7535936,7533506,1,Cytochrome b5,"(0.6,0.65]"
Cyt-b5-r,0.847800790139996,fat.body,Cyt-b5-r,Cyt-b5-r,FBgn0000406,FBgn0000406,CG13279,2L,16790721,16788774,-1,Cytochrome b5-related,"(0.8,0.85]"
Cyt-c-d,0.993895314372085,testis,Cyt-c-d,Cyt-c-d,FBgn0086907,FBgn0086907,CG13263,2L,16719635,16715891,1,Cytochrome c distal,"(0.95,1]"
Cyt-c-p,0.424548401613815,leg,Cyt-c-p,Cyt-c-p,FBgn0284248,FBgn0284248,CG17903,2L,16722644,16719932,1,Cytochrome c proximal,"(0.4,0.45]"
Cyt-c1,0.429925897364503,leg,Cyt-c1,Cyt-c1,FBgn0035600,FBgn0035600,CG4769,3L,5362798,5360211,1,Cytochrome c1,"(0.4,0.45]"
Cyt-c1L,0.995600999366143,testis,Cyt-c1L,Cyt-c1L,FBgn0039651,FBgn0039651,CG14508,3R,29204133,29202660,-1,Cytochrome c1-like,"(0.95,1]"
d,0.757287497609111,gut,d,d,FBgn0262029,FBgn0262029,CG42840,2L,8488671,8466817,1,dachs,"(0.75,0.8]"
D,0.87653471702977,testis,D,D,FBgn0000411,FBgn0000411,CG5893,3L,14178620,14175610,-1,Dichaete,"(0.85,0.9]"
d-cup,0.995797613263947,testis,d-cup,d-cup,FBgn0038089,FBgn0038089,CG14387,3R,12893158,12891956,1,davis-cup,"(0.95,1]"
D1,0.819902725687862,testis,D1,D1,FBgn0000412,FBgn0000412,CG9745,3R,9240654,9238083,-1,D1 chromosomal protein,"(0.8,0.85]"
