ensembl_id,gene_age,gene_Interval
FBgn0259990,202,132-272
FBgn0260461,202,132-272
FBgn0260789,202,132-272
FBgn0262167,202,132-272
FBgn0024833,987,952-1023
FBgn0266409,987,952-1023
FBgn0004839,810,797-824
FBgn0267728,810,797-824
FBgn0015905,810,797-824
FBgn0026160,810,797-824
FBgn0034451,810,797-824
FBgn0000565,987,952-1023
FBgn0035416,987,952-1023
FBgn0034611,987,952-1023
FBgn0023506,987,952-1023
FBgn0035811,1714,1660-1768
FBgn0033657,810,797-824
FBgn0035423,810,797-824
FBgn0029925,810,797-824
FBgn0032372,987,952-1023
FBgn0030525,987,952-1023
FBgn0035679,987,952-1023
FBgn0052445,987,952-1023
FBgn0043783,987,952-1023
FBgn0037975,987,952-1023
FBgn0037973,987,952-1023
FBgn0037974,987,952-1023
FBgn0036279,987,952-1023
FBgn0039828,987,952-1023
FBgn0035166,1488,1480-1496
FBgn0020655,1714,1660-1768
FBgn0261986,748,743-753
FBgn0285912,987,952-1023
FBgn0024365,950,948-952
FBgn0035085,987,952-1023
FBgn0003079,987,952-1023
FBgn0029662,987,952-1023
FBgn0051559,987,952-1023
FBgn0028527,987,952-1023
FBgn0036733,987,952-1023
FBgn0019830,987,952-1023
FBgn0031881,987,952-1023
FBgn0264751,1064,1023-1105
FBgn0003346,1064,1023-1105
FBgn0026593,>4290,>4290
FBgn0035309,>4290,>4290
FBgn0037071,>4290,>4290
FBgn0026570,1488,1480-1496
FBgn0037070,>4290,>4290
FBgn0035312,1488,1480-1496
FBgn0034232,1488,1480-1496
FBgn0034392,987,952-1023
FBgn0050272,202,132-272
FBgn0050265,91,50-132
FBgn0034783,91,50-132
FBgn0034784,91,50-132
FBgn0039886,91,50-132
FBgn0010651,987,952-1023
FBgn0034785,202,132-272
FBgn0033048,91,50-132
FBgn0033234,987,952-1023
FBgn0034782,91,50-132
FBgn0034394,987,952-1023
FBgn0263198,987,952-1023
FBgn0264294,1292,1105-1480
FBgn0029854,8,6-11
FBgn0038181,672,601-743
FBgn0051040,672,601-743
FBgn0031639,672,601-743
FBgn0037050,672,601-743
FBgn0002183,672,601-743
FBgn0019925,950,948-952
FBgn0032870,950,948-952
FBgn0034936,>4290,>4290
FBgn0011211,1292,1105-1480
FBgn0030670,1292,1105-1480
FBgn0050372,1488,1480-1496
FBgn0025366,1488,1480-1496
FBgn0086906,810,797-824
FBgn0030625,810,797-824
FBgn0260744,810,797-824
FBgn0028892,1292,1105-1480
FBgn0034687,1292,1105-1480
FBgn0034688,1292,1105-1480
FBgn0034689,1292,1105-1480
FBgn0052220,1292,1105-1480
FBgn0013720,775,753-797
FBgn0034057,1488,1480-1496
FBgn0051601,3,0-6
FBgn0029941,810,797-824
FBgn0035978,1488,1480-1496
FBgn0034327,35,34-37
FBgn0037156,950,948-952
FBgn0033264,950,948-952
FBgn0039135,950,948-952
FBgn0260753,775,753-797
FBgn0004057,>4290,>4290
FBgn0050106,950,948-952
FBgn0033058,950,948-952
FBgn0061360,202,132-272
FBgn0030768,202,132-272
FBgn0033564,1714,1660-1768
FBgn0038811,>4290,>4290
FBgn0023514,1488,1480-1496
FBgn0031331,22,11-34
FBgn0030386,202,132-272
FBgn0039094,202,132-272
FBgn0086442,987,952-1023
FBgn0032398,987,952-1023
FBgn0016975,987,952-1023
FBgn0034744,987,952-1023
FBgn0262527,987,952-1023
FBgn0031048,1292,1105-1480
FBgn0003353,950,948-952
FBgn0002413,987,952-1023
FBgn0035980,987,952-1023
FBgn0001992,886,824-948
FBgn0038095,886,824-948
FBgn0024222,987,952-1023
FBgn0264975,987,952-1023
FBgn0036696,987,952-1023
FBgn0030468,987,952-1023
FBgn0031897,987,952-1023
FBgn0261854,987,952-1023
FBgn0040344,1064,1023-1105
FBgn0024236,886,824-948
FBgn0031377,886,824-948
FBgn0035872,886,824-948
FBgn0000152,950,948-952
FBgn0036488,950,948-952
FBgn0037926,950,948-952
FBgn0045759,987,952-1023
FBgn0033060,987,952-1023
FBgn0083953,987,952-1023
FBgn0045073,987,952-1023
FBgn0039260,987,952-1023
FBgn0034915,987,952-1023
FBgn0037742,91,50-132
FBgn0028686,>4290,>4290
FBgn0045980,43,37-50
FBgn0004169,43,37-50
FBgn0024234,987,952-1023
FBgn0032775,1064,1023-1105
FBgn0086712,1064,1023-1105
FBgn0032879,886,824-948
FBgn0038404,291,272-310
FBgn0063649,886,824-948
FBgn0086365,291,272-310
FBgn0019952,291,272-310
FBgn0264907,291,272-310
FBgn0038752,202,132-272
FBgn0038753,202,132-272
FBgn0038750,91,50-132
FBgn0034479,886,824-948
FBgn0267796,886,824-948
FBgn0023529,>4290,>4290
FBgn0004049,950,948-952
FBgn0032598,1488,1480-1496
FBgn0022770,672,601-743
FBgn0263241,672,601-743
FBgn0022943,672,601-743
FBgn0020440,987,952-1023
FBgn0034360,>4290,>4290
FBgn0267849,1488,1480-1496
FBgn0029711,91,50-132
FBgn0035088,91,50-132
FBgn0052758,987,952-1023
FBgn0039069,291,272-310
FBgn0086691,291,272-310
FBgn0265351,1488,1480-1496
FBgn0036888,950,948-952
FBgn0030352,1488,1480-1496
FBgn0260750,1488,1480-1496
FBgn0086916,950,948-952
FBgn0086698,950,948-952
FBgn0285949,950,948-952
FBgn0027607,950,948-952
FBgn0001233,>4290,>4290
FBgn0000928,810,797-824
FBgn0037205,810,797-824
FBgn0051755,810,797-824
FBgn0036579,1488,1480-1496
FBgn0028703,1292,1105-1480
FBgn0037436,775,753-797
FBgn0037478,>4290,>4290
FBgn0262126,1714,1660-1768
FBgn0036183,91,50-132
FBgn0035321,950,948-952
FBgn0032363,987,952-1023
FBgn0260639,1934,1768-2101
FBgn0004885,43,37-50
FBgn0029885,1488,1480-1496
FBgn0015781,>4290,>4290
FBgn0037878,1488,1480-1496
FBgn0039172,1488,1480-1496
FBgn0044511,1488,1480-1496
FBgn0032486,>4290,>4290
FBgn0034968,>4290,>4290
FBgn0034176,>4290,>4290
FBgn0036153,91,50-132
FBgn0050462,91,50-132
FBgn0034175,91,50-132
FBgn0038428,>4290,>4290
FBgn0002593,1488,1480-1496
FBgn0039271,1488,1480-1496
FBgn0036985,748,743-753
FBgn0283471,748,743-753
FBgn0034999,987,952-1023
FBgn0023001,987,952-1023
FBgn0010825,987,952-1023
FBgn0033550,987,952-1023
FBgn0010395,341,325-358
FBgn0005198,1488,1480-1496
FBgn0027518,1488,1480-1496
FBgn0001319,1488,1480-1496
FBgn0024806,1488,1480-1496
FBgn0263398,1488,1480-1496
FBgn0267978,987,952-1023
FBgn0038980,810,797-824
FBgn0250910,810,797-824
FBgn0039580,987,952-1023
FBgn0027341,987,952-1023
FBgn0020389,987,952-1023
FBgn0032597,>4290,>4290
FBgn0020251,987,952-1023
FBgn0267001,987,952-1023
FBgn0267795,987,952-1023
FBgn0036666,987,952-1023
FBgn0002577,672,601-743
FBgn0031536,672,601-743
FBgn0016075,91,50-132
FBgn0266709,91,50-132
FBgn0040230,987,952-1023
FBgn0259150,775,753-797
FBgn0011586,775,753-797
FBgn0001965,1488,1480-1496
FBgn0037698,987,952-1023
FBgn0000667,987,952-1023
FBgn0086361,987,952-1023
FBgn0040212,1292,1105-1480
FBgn0017578,1292,1105-1480
FBgn0002524,>4290,>4290
FBgn0038345,22,11-34
FBgn0263755,8,6-11
FBgn0261608,8,6-11
FBgn0262730,8,6-11
FBgn0037819,8,6-11
FBgn0036518,8,6-11
FBgn0046685,987,952-1023
FBgn0032752,22,11-34
FBgn0000659,987,952-1023
FBgn0030514,987,952-1023
FBgn0031497,>4290,>4290
FBgn0051249,>4290,>4290
FBgn0000578,950,948-952
FBgn0030808,202,132-272
FBgn0045843,91,50-132
FBgn0000117,987,952-1023
FBgn0027951,987,952-1023
FBgn0034734,987,952-1023
FBgn0036838,987,952-1023
FBgn0001323,672,601-743
FBgn0001320,672,601-743
FBgn0000560,672,601-743
FBgn0266268,672,601-743
FBgn0036804,672,601-743
FBgn0032198,987,952-1023
FBgn0034606,987,952-1023
FBgn0034351,886,824-948
FBgn0037382,886,824-948
FBgn0029975,1064,1023-1105
FBgn0004372,91,50-132
FBgn0023076,886,824-948
FBgn0027086,>4290,>4290
FBgn0038880,886,824-948
FBgn0026058,886,824-948
FBgn0259108,886,824-948
FBgn0040890,886,824-948
FBgn0034982,886,824-948
FBgn0010774,987,952-1023
FBgn0027052,1488,1480-1496
FBgn0031992,202,132-272
FBgn0050100,202,132-272
FBgn0032925,202,132-272
FBgn0038313,202,132-272
FBgn0010602,>4290,>4290
FBgn0028968,>4290,>4290
FBgn0024913,810,797-824
FBgn0022700,810,797-824
FBgn0034580,810,797-824
FBgn0034582,810,797-824
FBgn0050293,91,50-132
FBgn0030662,987,952-1023
FBgn0264075,987,952-1023
FBgn0265605,1488,1480-1496
FBgn0035397,1488,1480-1496
FBgn0030737,987,952-1023
FBgn0033949,987,952-1023
FBgn0038065,1292,1105-1480
FBgn0016919,987,952-1023
FBgn0052532,886,824-948
FBgn0034748,>4290,>4290
FBgn0016794,>4290,>4290
FBgn0261269,950,948-952
FBgn0037848,341,325-358
FBgn0025394,987,952-1023
FBgn0035001,1488,1480-1496
FBgn0004419,>4290,>4290
FBgn0032821,>4290,>4290
FBgn0266582,>4290,>4290
FBgn0260935,>4290,>4290
FBgn0037110,>4290,>4290
FBgn0028999,291,272-310
FBgn0030051,291,272-310
FBgn0003450,748,743-753
FBgn0030925,748,743-753
FBgn0030926,748,743-753
FBgn0036569,775,753-797
FBgn0030230,341,325-358
FBgn0033468,341,325-358
FBgn0264495,341,325-358
FBgn0036258,341,325-358
FBgn0261822,341,325-358
FBgn0032191,987,952-1023
FBgn0031655,317,310-325
FBgn0027378,1488,1480-1496
FBgn0036754,1714,1660-1768
FBgn0017550,>4290,>4290
FBgn0028683,>4290,>4290
FBgn0040075,>4290,>4290
FBgn0029736,1488,1480-1496
FBgn0037105,1488,1480-1496
FBgn0030738,987,952-1023
FBgn0035928,987,952-1023
FBgn0036545,987,952-1023
FBgn0038016,987,952-1023
FBgn0030529,810,797-824
FBgn0051550,810,797-824
FBgn0260987,810,797-824
FBgn0264740,91,50-132
FBgn0039126,1488,1480-1496
FBgn0264741,35,34-37
FBgn0031143,987,952-1023
FBgn0035953,1488,1480-1496
FBgn0039378,810,797-824
FBgn0031491,810,797-824
FBgn0033132,950,948-952
FBgn0061198,950,948-952
FBgn0038683,950,948-952
FBgn0264962,950,948-952
FBgn0086450,886,824-948
FBgn0001565,>4290,>4290
FBgn0032138,>4290,>4290
FBgn0034418,1488,1480-1496
FBgn0260653,1488,1480-1496
FBgn0001125,1488,1480-1496
FBgn0037199,1488,1480-1496
FBgn0031736,1488,1480-1496
FBgn0030683,1488,1480-1496
FBgn0260655,1488,1480-1496
FBgn0039293,1714,1660-1768
FBgn0038564,1714,1660-1768
FBgn0039488,1714,1660-1768
FBgn0015391,1292,1105-1480
FBgn0034009,1488,1480-1496
FBgn0050021,987,952-1023
FBgn0033117,>4290,>4290
FBgn0053129,>4290,>4290
FBgn0037339,>4290,>4290
FBgn0038234,1292,1105-1480
FBgn0037930,1488,1480-1496
FBgn0015282,>4290,>4290
FBgn0024542,>4290,>4290
FBgn0053519,886,824-948
FBgn0033679,886,824-948
FBgn0034500,>4290,>4290
FBgn0039045,>4290,>4290
FBgn0087005,>4290,>4290
FBgn0039359,>4290,>4290
FBgn0037884,987,952-1023
FBgn0024689,987,952-1023
FBgn0263133,>4290,>4290
FBgn0002069,>4290,>4290
FBgn0016013,1488,1480-1496
FBgn0020660,987,952-1023
FBgn0038196,987,952-1023
FBgn0034795,987,952-1023
FBgn0029503,987,952-1023
FBgn0026143,987,952-1023
FBgn0008636,950,948-952
FBgn0036257,950,948-952
FBgn0021768,1714,1660-1768
FBgn0036519,987,952-1023
FBgn0031519,202,132-272
FBgn0033438,748,743-753
FBgn0085257,748,743-753
FBgn0038330,748,743-753
FBgn0027615,1714,1660-1768
FBgn0015618,1488,1480-1496
FBgn0038390,1064,1023-1105
FBgn0015799,1064,1023-1105
FBgn0029094,1064,1023-1105
FBgn0027338,987,952-1023
FBgn0035657,22,11-34
FBgn0053547,22,11-34
FBgn0039938,950,948-952
FBgn0004622,419,358-480
FBgn0015774,810,797-824
FBgn0015773,810,797-824
FBgn0024734,1714,1660-1768
FBgn0001324,1714,1660-1768
FBgn0259483,1292,1105-1480
FBgn0013563,1488,1480-1496
FBgn0037862,1488,1480-1496
FBgn0010100,1488,1480-1496
FBgn0032217,1488,1480-1496
FBgn0035232,1488,1480-1496
FBgn0038745,1488,1480-1496
FBgn0039301,1488,1480-1496
FBgn0261403,1292,1105-1480
FBgn0039110,987,952-1023
FBgn0035839,987,952-1023
FBgn0039213,987,952-1023
FBgn0053523,987,952-1023
FBgn0052407,987,952-1023
FBgn0270926,291,272-310
FBgn0020306,1488,1480-1496
FBgn0036857,1488,1480-1496
FBgn0003896,1488,1480-1496
FBgn0039113,775,753-797
FBgn0030891,775,753-797
FBgn0050410,775,753-797
FBgn0263120,950,948-952
FBgn0286199,202,132-272
FBgn0031209,950,948-952
FBgn0259193,202,132-272
FBgn0029965,202,132-272
FBgn0052704,950,948-952
FBgn0051718,202,132-272
FBgn0036757,950,948-952
FBgn0261401,950,948-952
FBgn0261402,950,948-952
FBgn0036150,886,824-948
FBgn0046113,950,948-952
FBgn0026255,950,948-952
FBgn0020429,950,948-952
FBgn0004620,950,948-952
FBgn0038840,950,948-952
FBgn0051201,950,948-952
FBgn0028422,950,948-952
FBgn0039879,91,50-132
FBgn0029968,950,948-952
FBgn0029966,950,948-952
FBgn0037630,950,948-952
FBgn0038789,950,948-952
FBgn0040849,950,948-952
FBgn0259189,950,948-952
FBgn0260874,950,948-952
FBgn0259190,43,37-50
FBgn0037501,950,948-952
FBgn0036829,950,948-952
FBgn0035604,950,948-952
FBgn0036250,91,50-132
FBgn0034994,291,272-310
FBgn0259683,950,948-952
FBgn0011225,1488,1480-1496
FBgn0034897,1488,1480-1496
FBgn0037046,1488,1480-1496
FBgn0265574,1714,1660-1768
FBgn0037312,987,952-1023
FBgn0032202,987,952-1023
FBgn0033897,987,952-1023
FBgn0263197,987,952-1023
FBgn0036769,950,948-952
FBgn0031327,987,952-1023
FBgn0033943,291,272-310
FBgn0015574,1064,1023-1105
FBgn0015572,987,952-1023
FBgn0015568,987,952-1023
FBgn0032131,91,50-132
FBgn0034736,987,952-1023
FBgn0032132,419,358-480
FBgn0015576,987,952-1023
FBgn0261393,987,952-1023
FBgn0027584,419,358-480
FBgn0015575,1064,1023-1105
FBgn0015569,987,952-1023
FBgn0015571,1064,1023-1105
FBgn0015577,987,952-1023
FBgn0015570,1064,1023-1105
FBgn0000326,1064,1023-1105
FBgn0029690,987,952-1023
FBgn0034972,1064,1023-1105
FBgn0000594,1064,1023-1105
FBgn0000592,1064,1023-1105
FBgn0037090,291,272-310
FBgn0010052,1064,1023-1105
FBgn0034076,1064,1023-1105
FBgn0036198,1064,1023-1105
FBgn0036211,1292,1105-1480
FBgn0035271,1488,1480-1496
FBgn0030982,1064,1023-1105
FBgn0051715,1064,1023-1105
FBgn0003482,672,601-743
FBgn0040279,419,358-480
FBgn0037419,419,358-480
FBgn0037418,419,358-480
FBgn0037416,419,358-480
FBgn0037415,419,358-480
FBgn0037414,419,358-480
FBgn0027527,291,272-310
FBgn0037611,291,272-310
FBgn0050496,291,272-310
FBgn0003330,886,824-948
FBgn0031251,886,824-948
FBgn0046258,886,824-948
FBgn0039554,950,948-952
FBgn0039914,341,325-358
FBgn0266438,556,530-583
FBgn0035788,317,310-325
FBgn0035792,91,50-132
FBgn0035787,317,310-325
FBgn0039125,317,310-325
FBgn0030629,3,0-6
FBgn0032428,3,0-6
FBgn0039647,3,0-6
FBgn0250838,3,0-6
FBgn0032187,419,358-480
FBgn0032414,419,358-480
FBgn0030551,419,358-480
FBgn0037721,317,310-325
FBgn0035954,886,824-948
FBgn0028789,886,824-948
FBgn0035956,886,824-948
FBgn0053051,886,824-948
FBgn0036463,886,824-948
FBgn0259199,1064,1023-1105
FBgn0031745,1064,1023-1105
FBgn0035678,91,50-132
FBgn0010315,1292,1105-1480
FBgn0029688,1292,1105-1480
FBgn0024997,291,272-310
FBgn0031711,291,272-310
FBgn0030742,291,272-310
FBgn0011742,1292,1105-1480
FBgn0038498,419,358-480
FBgn0038494,419,358-480
FBgn0038435,886,824-948
FBgn0038436,886,824-948
FBgn0036436,419,358-480
FBgn0051030,291,272-310
FBgn0032021,291,272-310
FBgn0263235,22,11-34
FBgn0032914,419,358-480
FBgn0035880,419,358-480
FBgn0036236,419,358-480
FBgn0053969,419,358-480
FBgn0034726,91,50-132
FBgn0050342,91,50-132
FBgn0032401,202,132-272
FBgn0037920,22,11-34
FBgn0050263,22,11-34
FBgn0037028,202,132-272
FBgn0000576,291,272-310
FBgn0264606,291,272-310
FBgn0051735,202,132-272
FBgn0034826,91,50-132
FBgn0028856,35,34-37
FBgn0028857,43,37-50
FBgn0032446,43,37-50
FBgn0086913,950,948-952
FBgn0000286,3,0-6
FBgn0004644,3,0-6
FBgn0004581,202,132-272
FBgn0028844,810,797-824
FBgn0031971,810,797-824
FBgn0030323,810,797-824
FBgn0032817,43,37-50
FBgn0030314,43,37-50
FBgn0028647,202,132-272
FBgn0263603,202,132-272
FBgn0003520,291,272-310
FBgn0015247,202,132-272
FBgn0032801,43,37-50
FBgn0250841,35,34-37
FBgn0038947,>4290,>4290
FBgn0030918,8,6-11
FBgn0040355,91,50-132
FBgn0028531,91,50-132
FBgn0051835,91,50-132
FBgn0051642,22,11-34
FBgn0260953,91,50-132
FBgn0015926,43,37-50
FBgn0034859,43,37-50
FBgn0035941,43,37-50
FBgn0033639,950,948-952
FBgn0261111,950,948-952
FBgn0003716,748,743-753
FBgn0030899,91,50-132
FBgn0037200,987,952-1023
FBgn0038536,987,952-1023
FBgn0012036,202,132-272
FBgn0033813,202,132-272
FBgn0011273,91,50-132
FBgn0036091,91,50-132
FBgn0036093,91,50-132
FBgn0262890,91,50-132
FBgn0262020,91,50-132
FBgn0003377,22,11-34
FBgn0003378,22,11-34
FBgn0053267,22,11-34
FBgn0263247,22,11-34
FBgn0036178,22,11-34
FBgn0040816,22,11-34
FBgn0036218,22,11-34
FBgn0036221,22,11-34
FBgn0053265,91,50-132
FBgn0264725,91,50-132
FBgn0036248,22,11-34
FBgn0052106,22,11-34
FBgn0036311,22,11-34
FBgn0052107,35,34-37
FBgn0036320,35,34-37
FBgn0036331,35,34-37
FBgn0036345,35,34-37
FBgn0003034,22,11-34
FBgn0040814,22,11-34
FBgn0262813,22,11-34
FBgn0040812,22,11-34
FBgn0025874,22,11-34
FBgn0036393,22,11-34
FBgn0052141,22,11-34
FBgn0262580,22,11-34
FBgn0262891,22,11-34
FBgn0261816,22,11-34
FBgn0036438,22,11-34
FBgn0036440,22,11-34
FBgn0036441,22,11-34
FBgn0036443,22,11-34
FBgn0036447,22,11-34
FBgn0036459,22,11-34
FBgn0047338,22,11-34
FBgn0263761,22,11-34
FBgn0263762,22,11-34
FBgn0036468,22,11-34
FBgn0263763,22,11-34
FBgn0036469,22,11-34
FBgn0036482,22,11-34
FBgn0085283,22,11-34
FBgn0262100,22,11-34
FBgn0259739,22,11-34
FBgn0052192,22,11-34
FBgn0052181,22,11-34
FBgn0262531,22,11-34
FBgn0036731,22,11-34
FBgn0085279,22,11-34
FBgn0036705,22,11-34
FBgn0262529,22,11-34
FBgn0036532,22,11-34
FBgn0053284,22,11-34
FBgn0036998,22,11-34
FBgn0052228,22,11-34
FBgn0036924,22,11-34
FBgn0040786,22,11-34
FBgn0264477,22,11-34
FBgn0053062,22,11-34
FBgn0036624,22,11-34
FBgn0036609,22,11-34
FBgn0053687,91,50-132
FBgn0036576,91,50-132
FBgn0025702,91,50-132
FBgn0052450,91,50-132
FBgn0263034,22,11-34
FBgn0263035,91,50-132
FBgn0052452,91,50-132
FBgn0037183,91,50-132
FBgn0037195,91,50-132
FBgn0264699,91,50-132
FBgn0259223,91,50-132
FBgn0259896,22,11-34
FBgn0050344,3,0-6
FBgn0033387,3,0-6
FBgn0050345,3,0-6
FBgn0262593,3,0-6
FBgn0266084,3,0-6
FBgn0259203,3,0-6
FBgn0053897,>4290,>4290
FBgn0053895,>4290,>4290
FBgn0053885,>4290,>4290
FBgn0265139,91,50-132
FBgn0260477,43,37-50
FBgn0038189,22,11-34
FBgn0259991,91,50-132
FBgn0011335,3,0-6
FBgn0031740,8,6-11
FBgn0283499,91,50-132
FBgn0053889,91,50-132
FBgn0053903,91,50-132
FBgn0053909,8,6-11
FBgn0053901,91,50-132
FBgn0033203,22,11-34
FBgn0054049,91,50-132
FBgn0259196,8,6-11
FBgn0259195,8,6-11
FBgn0265268,43,37-50
FBgn0053310,22,11-34
FBgn0026582,22,11-34
FBgn0033874,8,6-11
FBgn0052568,22,11-34
FBgn0031388,35,34-37
FBgn0260748,43,37-50
FBgn0086519,8,6-11
FBgn0038214,22,11-34
FBgn0026313,22,11-34
FBgn0259818,22,11-34
FBgn0260942,419,358-480
FBgn0259163,419,358-480
FBgn0264894,419,358-480
FBgn0035648,341,325-358
FBgn0030688,202,132-272
FBgn0053907,3,0-6
FBgn0053899,8,6-11
FBgn0029856,91,50-132
FBgn0264489,91,50-132
FBgn0037576,341,325-358
FBgn0030016,341,325-358
FBgn0263846,341,325-358
FBgn0260991,341,325-358
FBgn0266129,419,358-480
FBgn0001942,419,358-480
FBgn0266451,3,0-6
FBgn0266448,3,0-6
FBgn0051205,8,6-11
FBgn0035770,8,6-11
FBgn0039081,419,358-480
FBgn0261610,419,358-480
FBgn0052633,672,601-743
FBgn0014391,22,11-34
FBgn0039726,22,11-34
FBgn0029873,22,11-34
FBgn0061200,22,11-34
FBgn0262656,22,11-34
FBgn0004101,22,11-34
FBgn0030017,22,11-34
FBgn0264006,22,11-34
FBgn0000535,35,34-37
FBgn0259682,35,34-37
FBgn0085213,419,358-480
FBgn0261786,419,358-480
FBgn0265138,22,11-34
FBgn0045497,91,50-132
FBgn0038673,91,50-132
FBgn0263131,91,50-132
FBgn0261278,91,50-132
FBgn0260224,91,50-132
FBgn0263997,91,50-132
FBgn0263873,91,50-132
FBgn0259219,91,50-132
FBgn0266421,91,50-132
FBgn0031159,91,50-132
FBgn0032637,35,34-37
FBgn0262598,35,34-37
FBgn0052350,>4290,>4290
FBgn0262001,>4290,>4290
FBgn0033725,317,310-325
FBgn0261801,317,310-325
FBgn0031722,91,50-132
FBgn0031723,8,6-11
FBgn0259224,8,6-11
FBgn0250869,8,6-11
FBgn0261990,8,6-11
FBgn0266666,8,6-11
FBgn0259933,8,6-11
FBgn0259162,8,6-11
FBgn0260482,8,6-11
FBgn0037583,8,6-11
FBgn0000278,202,132-272
FBgn0052651,202,132-272
FBgn0261562,202,132-272
FBgn0266418,202,132-272
FBgn0266443,202,132-272
FBgn0266442,202,132-272
FBgn0085478,202,132-272
FBgn0030673,202,132-272
FBgn0039031,202,132-272
FBgn0260768,202,132-272
FBgn0263031,202,132-272
FBgn0085474,202,132-272
FBgn0261934,202,132-272
FBgn0086673,202,132-272
FBgn0266100,419,358-480
FBgn0029809,91,50-132
FBgn0046793,35,34-37
FBgn0086358,35,34-37
FBgn0265413,35,34-37
FBgn0263143,35,34-37
FBgn0260758,202,132-272
FBgn0261565,202,132-272
FBgn0036203,202,132-272
FBgn0033149,202,132-272
FBgn0030294,202,132-272
FBgn0052829,202,132-272
FBgn0266569,202,132-272
FBgn0053533,22,11-34
FBgn0283442,1292,1105-1480
FBgn0026375,775,753-797
FBgn0250823,748,743-753
FBgn0029849,1488,1480-1496
FBgn0039641,1488,1480-1496
FBgn0266711,1488,1480-1496
FBgn0284436,>4290,>4290
FBgn0027864,>4290,>4290
FBgn0014141,1488,1480-1496
FBgn0038862,>4290,>4290
FBgn0019637,1064,1023-1105
FBgn0039830,1064,1023-1105
FBgn0051773,>4290,>4290
FBgn0030407,>4290,>4290
FBgn0031458,>4290,>4290
FBgn0003028,950,948-952
FBgn0033375,950,948-952
FBgn0030412,1064,1023-1105
FBgn0032246,1292,1105-1480
FBgn0267790,1292,1105-1480
FBgn0003041,1292,1105-1480
FBgn0039302,1488,1480-1496
FBgn0039136,1488,1480-1496
FBgn0039627,>4290,>4290
FBgn0003042,91,50-132
FBgn0013435,950,948-952
FBgn0035601,1488,1480-1496
FBgn0032031,>4290,>4290
FBgn0023549,91,50-132
FBgn0000179,987,952-1023
FBgn0085383,950,948-952
FBgn0004381,1714,1660-1768
FBgn0259111,886,824-948
FBgn0036173,886,824-948
FBgn0284220,886,824-948
FBgn0025815,>4290,>4290
FBgn0051812,>4290,>4290
FBgn0015509,1488,1480-1496
FBgn0260499,1488,1480-1496
FBgn0024184,22,11-34
FBgn0036368,886,824-948
FBgn0033807,886,824-948
FBgn0032188,91,50-132
FBgn0030122,1064,1023-1105
FBgn0003082,987,952-1023
FBgn0042173,3,0-6
FBgn0000163,3,0-6
FBgn0011206,3,0-6
FBgn0037151,43,37-50
FBgn0035273,419,358-480
FBgn0052641,8,6-11
FBgn0052640,8,6-11
FBgn0260775,91,50-132
FBgn0050156,91,50-132
FBgn0026077,672,601-743
FBgn0037955,>4290,>4290
FBgn0037010,>4290,>4290
FBgn0037008,>4290,>4290
FBgn0027889,987,952-1023
FBgn0004841,810,797-824
FBgn0003386,950,948-952
FBgn0035521,950,948-952
FBgn0028663,950,948-952
FBgn0038458,91,50-132
FBgn0028664,950,948-952
FBgn0033661,>4290,>4290
FBgn0020407,>4290,>4290
FBgn0011260,748,743-753
FBgn0264273,748,743-753
FBgn0000181,91,50-132
FBgn0031264,291,272-310
FBgn0067864,987,952-1023
FBgn0035060,1488,1480-1496
FBgn0038948,987,952-1023
FBgn0033907,987,952-1023
FBgn0039427,987,952-1023
FBgn0031082,987,952-1023
FBgn0035989,987,952-1023
FBgn0033274,1488,1480-1496
FBgn0033523,1488,1480-1496
FBgn0020521,748,743-753
FBgn0030620,35,34-37
FBgn0036920,1064,1023-1105
FBgn0039648,341,325-358
FBgn0037802,987,952-1023
FBgn0250848,1488,1480-1496
FBgn0029723,775,753-797
FBgn0036958,775,753-797
FBgn0030993,987,952-1023
FBgn0030992,987,952-1023
FBgn0004574,950,948-952
FBgn0034940,950,948-952
FBgn0004244,886,824-948
FBgn0262509,748,743-753
FBgn0010406,748,743-753
FBgn0037608,748,743-753
FBgn0041100,1488,1480-1496
FBgn0038056,1488,1480-1496
FBgn0053203,886,824-948
FBgn0011739,950,948-952
FBgn0019809,886,824-948
FBgn0030792,1488,1480-1496
FBgn0086443,1488,1480-1496
FBgn0035944,1488,1480-1496
FBgn0014006,987,952-1023
FBgn0033915,987,952-1023
FBgn0026376,1488,1480-1496
FBgn0032744,1488,1480-1496
FBgn0263239,1292,1105-1480
FBgn0261445,1292,1105-1480
FBgn0283651,1292,1105-1480
FBgn0039993,950,948-952
FBgn0035754,950,948-952
FBgn0085224,1292,1105-1480
FBgn0260397,1488,1480-1496
FBgn0261109,1488,1480-1496
FBgn0038925,1488,1480-1496
FBgn0002914,8,6-11
FBgn0050389,987,952-1023
FBgn0038651,987,952-1023
FBgn0037900,987,952-1023
FBgn0035335,987,952-1023
FBgn0263993,987,952-1023
FBgn0037084,987,952-1023
FBgn0003256,775,753-797
FBgn0013995,775,753-797
FBgn0038659,1292,1105-1480
FBgn0000018,1292,1105-1480
FBgn0030037,1292,1105-1480
FBgn0040340,1292,1105-1480
FBgn0032512,1292,1105-1480
FBgn0036992,1292,1105-1480
FBgn0033994,1292,1105-1480
FBgn0025885,1292,1105-1480
FBgn0243511,1488,1480-1496
FBgn0032321,1488,1480-1496
FBgn0003205,1488,1480-1496
FBgn0030336,1488,1480-1496
