ensembl_gene_id,rnorvegicus_homolog_ensembl_gene,rnorvegicus_homolog_dn,rnorvegicus_homolog_ds,rnorvegicus_homolog_orthology_type,rnorvegicus_homolog_orthology_confidence
ENSMUSG00000050323,ENSRNOG00000040040,0.0325,0.1883,ortholog_one2one,1
ENSMUSG00000078302,ENSRNOG00000043332,0.0338,0.34,ortholog_one2one,1
ENSMUSG00000030882,ENSRNOG00000051291,0.0657,0.1365,ortholog_one2one,1
ENSMUSG00000038181,ENSRNOG00000010466,0.0115,0.1698,ortholog_one2one,1
ENSMUSG00000037432,ENSRNOG00000024201,0.0623,0.2048,ortholog_one2one,1
ENSMUSG00000061894,ENSRNOG00000005886,0.0675,0.2617,ortholog_one2one,1
ENSMUSG00000022575,ENSRNOG00000007728,0.1029,0.1816,ortholog_one2one,1
ENSMUSG00000024912,ENSRNOG00000020552,0.0327,0.1731,ortholog_one2one,1
ENSMUSG00000079299,ENSRNOG00000057410,0.1015,0.1381,ortholog_one2one,1
ENSMUSG00000015748,ENSRNOG00000025629,7e-04,0.1902,ortholog_one2one,1
ENSMUSG00000028309,ENSRNOG00000006087,0.0038,0.1975,ortholog_one2one,1
ENSMUSG00000027601,ENSRNOG00000021359,0.0544,0.1075,ortholog_one2one,1
ENSMUSG00000026979,ENSRNOG00000006079,0.0513,0.1646,ortholog_one2one,1
ENSMUSG00000061898,ENSRNOG00000001099,0.0511,0.3111,ortholog_one2one,1
ENSMUSG00000037656,ENSRNOG00000019490,0.0115,0.317,ortholog_one2one,1
ENSMUSG00000051648,ENSRNOG00000016760,0.0254,0.1901,ortholog_one2one,1
ENSMUSG00000023093,ENSRNOG00000046322,0.1575,0.1846,ortholog_many2many,0
ENSMUSG00000023093,ENSRNOG00000045799,0.5148,0.4186,ortholog_many2many,0
ENSMUSG00000023093,ENSRNOG00000047150,0.4263,0.2954,ortholog_many2many,0
ENSMUSG00000023093,ENSRNOG00000056194,0.4263,0.2954,ortholog_many2many,0
ENSMUSG00000023093,ENSRNOG00000043131,0.4271,0.348,ortholog_many2many,0
ENSMUSG00000023093,ENSRNOG00000050155,0.1698,0.307,ortholog_many2many,0
ENSMUSG00000023093,ENSRNOG00000048885,0.175,0.2545,ortholog_many2many,0
ENSMUSG00000118506,ENSRNOG00000037406,0.089,0.1945,ortholog_one2one,1
ENSMUSG00000022075,ENSRNOG00000017373,0.0019,0.1243,ortholog_one2one,1
ENSMUSG00000079578,ENSRNOG00000026440,0.2293,0.3407,ortholog_one2many,0
ENSMUSG00000027942,ENSRNOG00000017758,0.0037,0.2176,ortholog_one2many,1
ENSMUSG00000028919,ENSRNOG00000047967,0.0182,0.2513,ortholog_one2one,1
ENSMUSG00000039146,ENSRNOG00000049994,0.1192,0.1593,ortholog_one2one,0
ENSMUSG00000096365,ENSRNOG00000056993,0.0438,0.2348,ortholog_one2one,1
ENSMUSG00000079577,ENSRNOG00000026440,0.2293,0.3407,ortholog_one2many,0
ENSMUSG00000090799,ENSRNOG00000025868,0.0259,0.2075,ortholog_one2one,1
ENSMUSG00000045005,ENSRNOG00000014678,0.0022,0.1874,ortholog_one2one,1
ENSMUSG00000042737,ENSRNOG00000029077,0.0161,0.1966,ortholog_one2one,1
ENSMUSG00000031070,ENSRNOG00000013426,0.0143,0.2792,ortholog_one2one,1
ENSMUSG00000031534,ENSRNOG00000024930,0.0288,0.1986,ortholog_one2one,1
ENSMUSG00000000355,ENSRNOG00000002563,0.0124,0.1114,ortholog_one2one,1
ENSMUSG00000049164,ENSRNOG00000036592,0.0578,0.1688,ortholog_one2one,1
ENSMUSG00000090710,ENSRNOG00000046322,0.1881,0.178,ortholog_many2many,0
ENSMUSG00000090710,ENSRNOG00000045799,0.5473,0.283,ortholog_many2many,0
ENSMUSG00000090710,ENSRNOG00000047150,0.4693,0.3028,ortholog_many2many,0
ENSMUSG00000090710,ENSRNOG00000056194,0.4693,0.3028,ortholog_many2many,0
ENSMUSG00000090710,ENSRNOG00000043131,0.4468,0.296,ortholog_many2many,0
ENSMUSG00000090710,ENSRNOG00000050155,0.2038,0.3194,ortholog_many2many,0
ENSMUSG00000090710,ENSRNOG00000048885,0.1794,0.2216,ortholog_many2many,0
ENSMUSG00000028163,ENSRNOG00000023258,0.0282,0.2465,ortholog_one2one,1
ENSMUSG00000031029,ENSRNOG00000015221,0.0194,0.1499,ortholog_one2one,1
ENSMUSG00000049907,ENSRNOG00000002097,0.011,0.2686,ortholog_one2one,1
ENSMUSG00000055809,ENSRNOG00000038600,0.0518,0.2183,ortholog_one2one,1
ENSMUSG00000057315,ENSRNOG00000056944,0.0346,0.3837,ortholog_one2one,1
ENSMUSG00000030207,ENSRNOG00000008443,0.0147,0.1947,ortholog_one2one,1
ENSMUSG00000031711,ENSRNOG00000003461,0.0084,0.2844,ortholog_one2one,1
ENSMUSG00000030814,ENSRNOG00000018916,0.1087,0.3398,ortholog_one2one,0
ENSMUSG00000046791,ENSRNOG00000010126,0.0324,0.3117,ortholog_one2one,1
ENSMUSG00000001156,ENSRNOG00000017720,0.0182,0.2345,ortholog_one2one,1
ENSMUSG00000028496,ENSRNOG00000011280,0.0234,0.2462,ortholog_one2one,1
ENSMUSG00000035458,ENSRNOG00000018250,0.0039,0.2376,ortholog_one2one,1
ENSMUSG00000047508,ENSRNOG00000026629,0.1886,0.183,ortholog_one2one,0
ENSMUSG00000028312,ENSRNOG00000022325,0.0186,0.1894,ortholog_one2one,1
ENSMUSG00000004542,ENSRNOG00000038101,0.1753,0.2796,ortholog_one2many,0
ENSMUSG00000059901,ENSRNOG00000000563,0.0589,0.3177,ortholog_one2one,1
ENSMUSG00000003974,ENSRNOG00000005519,0.0124,0.1983,ortholog_one2one,1
ENSMUSG00000051207,ENSRNOG00000013448,0.079,0.3293,ortholog_one2one,1
ENSMUSG00000033721,ENSRNOG00000020485,0.01,0.168,ortholog_one2one,1
ENSMUSG00000028433,ENSRNOG00000052087,0.0472,0.1824,ortholog_one2one,1
ENSMUSG00000048970,ENSRNOG00000002536,0.0114,0.1198,ortholog_one2one,1
ENSMUSG00000039221,ENSRNOG00000011817,0,0,ortholog_one2one,1
ENSMUSG00000014782,ENSRNOG00000016479,0.0497,0.2013,ortholog_one2one,1
ENSMUSG00000037211,ENSRNOG00000025371,0.0088,0.139,ortholog_one2one,1
ENSMUSG00000019843,ENSRNOG00000000596,9e-04,0.2146,ortholog_one2one,1
ENSMUSG00000031903,ENSRNOG00000019859,0.0266,0.2709,ortholog_one2one,1
ENSMUSG00000056133,ENSRNOG00000047027,0.0482,0.2144,ortholog_one2many,1
ENSMUSG00000042770,ENSRNOG00000000024,0.0098,0.3047,ortholog_one2one,1
ENSMUSG00000056457,ENSRNOG00000039058,0.1692,0.2612,ortholog_one2many,0
ENSMUSG00000024773,ENSRNOG00000060707,0.0195,0.1702,ortholog_one2one,1
ENSMUSG00000030206,ENSRNOG00000008518,0.0538,0.1774,ortholog_one2one,1
ENSMUSG00000039164,ENSRNOG00000050204,0.0187,0.1298,ortholog_one2one,1
ENSMUSG00000030059,ENSRNOG00000056462,0.0321,0.2096,ortholog_one2one,1
ENSMUSG00000021822,ENSRNOG00000010516,0.0634,0.2114,ortholog_one2one,1
ENSMUSG00000079722,ENSRNOG00000033901,0.0795,0.2535,ortholog_one2one,1
ENSMUSG00000026819,ENSRNOG00000014338,0.0267,0.2605,ortholog_one2one,1
ENSMUSG00000049988,ENSRNOG00000022565,0.1079,0.296,ortholog_one2one,0
ENSMUSG00000042520,ENSRNOG00000017990,0.0096,0.0687,ortholog_one2one,1
ENSMUSG00000070605,ENSRNOG00000054488,0.2937,0.6743,ortholog_many2many,0
ENSMUSG00000070605,ENSRNOG00000025261,0.2444,0.5899,ortholog_many2many,0
ENSMUSG00000070605,ENSRNOG00000059160,0.2603,0.6182,ortholog_many2many,0
ENSMUSG00000005481,ENSRNOG00000004373,0.0022,0.1469,ortholog_one2one,1
ENSMUSG00000030519,ENSRNOG00000016358,0.0065,0.1932,ortholog_one2one,1
ENSMUSG00000028619,ENSRNOG00000009398,0.024,0.1576,ortholog_one2one,1
ENSMUSG00000041977,ENSRNOG00000015026,0.0288,0.1508,ortholog_one2one,1
ENSMUSG00000040570,ENSRNOG00000008463,0.006,0.1569,ortholog_one2one,1
ENSMUSG00000028523,ENSRNOG00000023100,0.069,0.2024,ortholog_one2one,1
ENSMUSG00000038508,ENSRNOG00000019661,0.0799,0.2882,ortholog_one2one,1
ENSMUSG00000025324,ENSRNOG00000056228,0.0368,0.1731,ortholog_one2one,1
ENSMUSG00000019877,ENSRNOG00000029360,0.0087,0.2054,ortholog_one2one,1
ENSMUSG00000031991,ENSRNOG00000031438,0.1119,0.2495,ortholog_one2one,1
ENSMUSG00000054999,ENSRNOG00000021000,0.0443,0.2209,ortholog_one2one,1
ENSMUSG00000034918,ENSRNOG00000017917,0.0846,0.288,ortholog_one2one,1
ENSMUSG00000092116,ENSRNOG00000006345,0.021,0.2104,ortholog_one2many,0
ENSMUSG00000021745,ENSRNOG00000009419,0.026,0.2466,ortholog_one2one,1
ENSMUSG00000036040,ENSRNOG00000027742,0.0166,0.2145,ortholog_one2one,1
ENSMUSG00000089736,ENSRNOG00000050573,0.0469,0.1495,ortholog_one2one,1
ENSMUSG00000030660,ENSRNOG00000020479,0.0181,0.1152,ortholog_one2one,1
ENSMUSG00000028524,ENSRNOG00000006357,0.0105,0.1155,ortholog_one2one,1
ENSMUSG00000025468,ENSRNOG00000018337,0.0295,0.136,ortholog_one2one,1
ENSMUSG00000002948,ENSRNOG00000001047,0.0031,0.1749,ortholog_one2many,1
ENSMUSG00000004540,ENSRNOG00000038101,0.2129,0.2861,ortholog_one2many,0
ENSMUSG00000029191,ENSRNOG00000002855,0.0463,0.1897,ortholog_one2one,1
ENSMUSG00000028116,ENSRNOG00000014815,0.0323,0.2478,ortholog_one2one,1
ENSMUSG00000042129,ENSRNOG00000013526,0.0234,0.2163,ortholog_one2one,1
ENSMUSG00000035566,ENSRNOG00000008970,0.0031,0.1677,ortholog_one2one,1
ENSMUSG00000071647,ENSRNOG00000019873,0.0087,0.1468,ortholog_one2one,1
ENSMUSG00000000600,ENSRNOG00000007937,0.0081,0.1695,ortholog_one2one,1
ENSMUSG00000026799,ENSRNOG00000013933,0.003,0.1902,ortholog_one2one,1
ENSMUSG00000002885,ENSRNOG00000004489,0.0894,0.2706,ortholog_one2one,0
ENSMUSG00000051344,ENSRNOG00000023760,0.0149,0.229,ortholog_one2one,1
ENSMUSG00000022225,ENSRNOG00000020563,0.032,0.1779,ortholog_one2one,1
ENSMUSG00000039357,ENSRNOG00000009274,0.0291,0.2202,ortholog_one2one,1
ENSMUSG00000022257,ENSRNOG00000006766,0.0146,0.3316,ortholog_one2one,1
ENSMUSG00000028631,ENSRNOG00000060435,0.0032,0.1926,ortholog_one2one,1
ENSMUSG00000028618,ENSRNOG00000009778,0.0106,0.2491,ortholog_one2one,1
ENSMUSG00000061132,ENSRNOG00000013967,0.0172,0.1798,ortholog_one2one,1
ENSMUSG00000056300,ENSRNOG00000054488,0.3183,0.7056,ortholog_many2many,0
ENSMUSG00000056300,ENSRNOG00000025261,0.275,0.4898,ortholog_many2many,0
ENSMUSG00000056300,ENSRNOG00000059160,0.2719,0.4864,ortholog_many2many,0
ENSMUSG00000039367,ENSRNOG00000009042,0.0099,0.1515,ortholog_one2one,1
ENSMUSG00000031982,ENSRNOG00000018909,0.0359,0.3452,ortholog_one2one,1
ENSMUSG00000035969,ENSRNOG00000045843,0.0362,0.2582,ortholog_one2one,1
ENSMUSG00000035785,ENSRNOG00000057998,0.2505,0.4615,ortholog_one2one,0
ENSMUSG00000024130,ENSRNOG00000050057,0.0189,0.1894,ortholog_one2one,1
ENSMUSG00000032101,ENSRNOG00000012260,0.006,0.1296,ortholog_one2one,1
ENSMUSG00000070822,ENSRNOG00000026861,0.1192,0.2323,ortholog_one2one,0
ENSMUSG00000028036,ENSRNOG00000046468,0.0172,0.39,ortholog_one2one,1
ENSMUSG00000002949,ENSRNOG00000001058,0.0153,0.165,ortholog_one2one,1
ENSMUSG00000078179,ENSRNOG00000042462,0.0421,0.2341,ortholog_one2one,1
ENSMUSG00000031538,ENSRNOG00000060898,0.0494,0.3016,ortholog_one2many,0
ENSMUSG00000031538,ENSRNOG00000019018,0.039,0.2992,ortholog_one2many,1
ENSMUSG00000026748,ENSRNOG00000000142,0.0193,0.2152,ortholog_one2one,1
ENSMUSG00000031904,ENSRNOG00000019943,0.0074,0.1242,ortholog_one2one,1
ENSMUSG00000005640,ENSRNOG00000057702,0.0149,0.2163,ortholog_one2one,1
ENSMUSG00000017978,ENSRNOG00000007636,0.0044,0.1925,ortholog_one2one,1
ENSMUSG00000062545,ENSRNOG00000042455,0.1159,0.1935,ortholog_one2one,0
ENSMUSG00000060034,ENSRNOG00000030907,0.0302,0.1605,ortholog_one2one,1
ENSMUSG00000046082,ENSRNOG00000015472,0.035,0.1876,ortholog_one2one,1
ENSMUSG00000027953,ENSRNOG00000020554,0.0311,0.2351,ortholog_one2one,1
ENSMUSG00000042340,ENSRNOG00000018962,0.0304,0.1891,ortholog_one2one,1
ENSMUSG00000048489,ENSRNOG00000023465,0.0893,0.1797,ortholog_one2one,1
ENSMUSG00000040627,ENSRNOG00000015478,0.0089,0.2511,ortholog_one2one,1
ENSMUSG00000031485,ENSRNOG00000013751,0.0604,0.2403,ortholog_one2one,1
ENSMUSG00000068289,ENSRNOG00000024785,0.2437,0.2891,ortholog_one2many,0
ENSMUSG00000041417,ENSRNOG00000018903,0.0121,0.2419,ortholog_one2one,1
ENSMUSG00000020315,ENSRNOG00000005434,0.011,0.191,ortholog_one2one,1
ENSMUSG00000063273,ENSRNOG00000012385,0.0031,0.1346,ortholog_one2one,1
ENSMUSG00000022244,ENSRNOG00000018662,0.0616,0.2119,ortholog_one2one,0
ENSMUSG00000028967,ENSRNOG00000058186,0.0386,0.1855,ortholog_one2one,1
ENSMUSG00000024313,ENSRNOG00000049345,0.0571,0.2313,ortholog_one2one,1
ENSMUSG00000043068,ENSRNOG00000019022,0.0264,0.3728,ortholog_one2one,1
ENSMUSG00000030541,ENSRNOG00000013949,0.0048,0.1876,ortholog_one2one,1
ENSMUSG00000028133,ENSRNOG00000029893,0.0542,0.1274,ortholog_one2one,0
ENSMUSG00000024589,ENSRNOG00000017610,0.0128,0.2028,ortholog_one2one,1
ENSMUSG00000009216,ENSRNOG00000006591,0.0025,0.2807,ortholog_one2one,1
ENSMUSG00000007817,ENSRNOG00000010488,0.0034,0.1183,ortholog_one2one,1
ENSMUSG00000039196,ENSRNOG00000007886,0.1592,0.2635,ortholog_one2many,0
ENSMUSG00000006019,ENSRNOG00000047575,0.0318,0.2422,ortholog_one2one,1
ENSMUSG00000057363,ENSRNOG00000045605,0.0021,0.1879,ortholog_one2one,1
ENSMUSG00000095226,ENSRNOG00000039141,0.4672,0.7204,ortholog_many2many,0
ENSMUSG00000039233,ENSRNOG00000029667,0.0316,0.1072,ortholog_one2one,1
ENSMUSG00000025151,ENSRNOG00000006756,0.0128,0.0687,ortholog_one2one,1
ENSMUSG00000043190,ENSRNOG00000012810,0.0271,0.1967,ortholog_one2one,1
ENSMUSG00000032067,ENSRNOG00000009250,0.0352,0.216,ortholog_one2one,1
ENSMUSG00000030325,ENSRNOG00000007310,0.2135,0.1801,ortholog_one2many,0
ENSMUSG00000042246,ENSRNOG00000016679,0.0095,0.203,ortholog_one2one,1
ENSMUSG00000029781,ENSRNOG00000005478,0.0124,0.1993,ortholog_one2one,1
ENSMUSG00000071984,ENSRNOG00000030210,0.0473,0.1801,ortholog_one2one,1
ENSMUSG00000061578,ENSRNOG00000028630,0.4592,0.9829,ortholog_one2one,0
ENSMUSG00000031150,ENSRNOG00000009687,0.0197,0.1196,ortholog_one2one,1
ENSMUSG00000098678,ENSRNOG00000032231,0.0253,0.1539,ortholog_one2one,1
ENSMUSG00000078765,ENSRNOG00000024497,0,0,ortholog_one2many,1
ENSMUSG00000038206,ENSRNOG00000010502,0.0028,0.1284,ortholog_one2one,1
ENSMUSG00000019842,ENSRNOG00000000595,0.0605,0.1916,ortholog_one2one,1
ENSMUSG00000021610,ENSRNOG00000016923,0.0122,0.1056,ortholog_one2one,1
ENSMUSG00000043659,ENSRNOG00000015863,0.0158,0.1925,ortholog_one2one,1
ENSMUSG00000063787,ENSRNOG00000009297,0.023,0.264,ortholog_one2one,1
ENSMUSG00000079298,ENSRNOG00000007310,0.2938,0.3283,ortholog_one2many,0
ENSMUSG00000022552,ENSRNOG00000012812,0.0597,0.1329,ortholog_one2one,1
ENSMUSG00000028445,ENSRNOG00000043300,0,0,ortholog_one2one,1
ENSMUSG00000049649,ENSRNOG00000009540,0.0105,0.2047,ortholog_one2one,1
ENSMUSG00000021413,ENSRNOG00000016705,0.0052,0.1879,ortholog_one2one,1
ENSMUSG00000030054,ENSRNOG00000010015,0.0609,0.2183,ortholog_one2one,1
ENSMUSG00000092335,ENSRNOG00000056555,0.1163,0.5874,ortholog_one2many,0
ENSMUSG00000056073,ENSRNOG00000000368,5e-04,0.1214,ortholog_one2one,1
ENSMUSG00000028865,ENSRNOG00000009505,0.0316,0.1473,ortholog_one2one,1
ENSMUSG00000061322,ENSRNOG00000013734,0.0224,0.2056,ortholog_one2one,1
ENSMUSG00000033036,ENSRNOG00000008489,0,0,ortholog_one2one,0
ENSMUSG00000047747,ENSRNOG00000003479,0.0112,0.1532,ortholog_one2one,1
ENSMUSG00000094804,ENSRNOG00000039141,0.4069,0.8667,ortholog_many2many,0
ENSMUSG00000046351,ENSRNOG00000017318,0.0489,0.2066,ortholog_one2one,1
ENSMUSG00000020397,ENSRNOG00000007053,0.0039,0.155,ortholog_one2one,1
ENSMUSG00000094483,ENSRNOG00000056150,0.0037,0.1908,ortholog_one2one,1
ENSMUSG00000038704,ENSRNOG00000019424,0.0321,0.1302,ortholog_one2one,0
ENSMUSG00000030518,ENSRNOG00000023496,0.0225,0.1856,ortholog_one2one,1
ENSMUSG00000019132,ENSRNOG00000018456,0.0021,0.0544,ortholog_one2one,1
ENSMUSG00000035686,ENSRNOG00000012404,0.0331,0.2453,ortholog_one2one,1
ENSMUSG00000055799,ENSRNOG00000014753,0.0073,0.1116,ortholog_one2one,1
ENSMUSG00000074158,ENSRNOG00000056374,0.268,0.7183,ortholog_one2many,0
ENSMUSG00000030507,ENSRNOG00000014706,0.0098,0.2129,ortholog_one2one,1
ENSMUSG00000040367,ENSRNOG00000026196,0.085,0.1405,ortholog_one2one,1
ENSMUSG00000031330,ENSRNOG00000002923,0.0221,0.2405,ortholog_one2one,1
ENSMUSG00000071633,ENSRNOG00000036622,0.0421,0.1207,ortholog_one2one,1
ENSMUSG00000107872,ENSRNOG00000007310,0.2975,0.3195,ortholog_one2many,0
ENSMUSG00000045435,ENSRNOG00000013510,0.0073,0.2071,ortholog_one2one,1
ENSMUSG00000052485,ENSRNOG00000015449,0.0455,0.1984,ortholog_one2one,1
ENSMUSG00000069727,ENSRNOG00000056555,0.1209,0.462,ortholog_one2many,0
ENSMUSG00000039242,ENSRNOG00000016855,0.0246,0.1172,ortholog_one2one,1
ENSMUSG00000031875,ENSRNOG00000010691,0.0128,0.1869,ortholog_one2one,1
ENSMUSG00000037370,ENSRNOG00000013994,0.0311,0.2502,ortholog_one2one,1
ENSMUSG00000029279,ENSRNOG00000002073,0.0585,0.2672,ortholog_one2one,1
ENSMUSG00000040028,ENSRNOG00000001069,0,0,ortholog_one2one,1
ENSMUSG00000025925,ENSRNOG00000007291,0.1066,0.2329,ortholog_one2one,1
ENSMUSG00000054737,ENSRNOG00000047132,0.026,0.1193,ortholog_one2one,1
ENSMUSG00000051361,ENSRNOG00000028189,0.0974,0.1922,ortholog_one2one,0
ENSMUSG00000026753,ENSRNOG00000015145,0,0,ortholog_one2one,1
ENSMUSG00000021347,ENSRNOG00000016742,0.0831,0.1625,ortholog_one2one,1
ENSMUSG00000027739,ENSRNOG00000013035,0.004,0.2205,ortholog_one2one,1
ENSMUSG00000031709,ENSRNOG00000003496,0.0064,0.2683,ortholog_one2one,1
ENSMUSG00000094349,ENSRNOG00000039141,0.4018,0.8862,ortholog_many2many,0
ENSMUSG00000023235,ENSRNOG00000028531,0.0911,0.1631,ortholog_one2one,1
ENSMUSG00000039599,ENSRNOG00000006554,0.0486,0.1482,ortholog_one2one,1
ENSMUSG00000049583,ENSRNOG00000016429,0.0089,0.1813,ortholog_one2one,1
ENSMUSG00000096035,ENSRNOG00000059582,0.1225,0.3733,ortholog_one2one,0
ENSMUSG00000018830,ENSRNOG00000057880,0.0081,0.2105,ortholog_one2one,1
ENSMUSG00000053754,ENSRNOG00000025011,0.0066,0.1399,ortholog_one2one,1
ENSMUSG00000046794,ENSRNOG00000011474,0.017,0.2409,ortholog_one2one,1
ENSMUSG00000024978,ENSRNOG00000015124,0.0155,0.26,ortholog_one2one,1
ENSMUSG00000039968,ENSRNOG00000013431,0.0541,0.2005,ortholog_one2one,1
ENSMUSG00000021585,ENSRNOG00000010286,0.1061,0.1621,ortholog_one2one,0
ENSMUSG00000040987,ENSRNOG00000057645,0.166,0.2305,ortholog_one2one,0
ENSMUSG00000031231,ENSRNOG00000054689,0.0574,0.0612,ortholog_one2one,1
ENSMUSG00000069355,ENSRNOG00000052999,0.52,0.4741,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000050134,0.5122,0.832,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000059734,0.532,0.4423,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000032131,0.4628,0.4932,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000054246,0.5004,0.481,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000049674,0.4237,0.476,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000039860,0.4553,0.9185,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000047982,0.5752,0.6228,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000042971,0.4431,0.5417,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000045837,0.5312,0.6512,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000046751,0.5743,0.7577,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000058276,0.4936,0.5775,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000033874,0.5079,0.8708,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000047845,0.5041,0.71,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000051666,0.5272,0.4899,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000026262,0.6198,0.5551,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000057212,0.5039,0.6457,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000049312,0.5599,0.7475,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000046212,0.5002,0.6061,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000048976,0.5578,0.7344,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000060995,0.5011,0.5572,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000050034,0.5717,0.7445,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000049468,0.5174,0.6208,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000058517,0.5021,0.5982,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000055892,0.5283,0.4471,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000048796,0.5162,0.7508,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000053751,0.4774,0.5196,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000060419,0.5049,0.5494,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000029323,0.5369,0.69,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000060719,0.507,0.5354,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000050237,0.5279,0.6534,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000055757,0.5369,0.8157,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000049890,0.5336,0.8453,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000052028,0.5218,0.464,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000058047,0.4954,0.7402,ortholog_many2many,0
ENSMUSG00000069355,ENSRNOG00000061644,0.461,0.5538,ortholog_many2many,0
ENSMUSG00000043067,ENSRNOG00000026589,0.0311,0.1813,ortholog_one2one,1
ENSMUSG00000045034,ENSRNOG00000040166,0.0238,0.2223,ortholog_one2one,1
ENSMUSG00000029437,ENSRNOG00000026192,0.275,0.3391,ortholog_one2one,0
ENSMUSG00000099908,ENSRNOG00000048861,0.1813,1.3406,ortholog_one2many,0
ENSMUSG00000030589,ENSRNOG00000033744,0.0314,0.1911,ortholog_one2one,1
ENSMUSG00000032719,ENSRNOG00000007258,0.0243,0.2234,ortholog_one2one,1
ENSMUSG00000006445,ENSRNOG00000009222,0.0138,0.3123,ortholog_one2one,1
ENSMUSG00000027823,ENSRNOG00000051151,0.0235,0.187,ortholog_one2one,1
ENSMUSG00000063409,ENSRNOG00000008470,0.1267,0.3691,ortholog_one2one,0
ENSMUSG00000022706,ENSRNOG00000049686,0.035,0.1072,ortholog_one2one,1
ENSMUSG00000016552,ENSRNOG00000005749,0.0255,0.2214,ortholog_one2one,1
ENSMUSG00000062110,ENSRNOG00000026828,0.0349,0.1535,ortholog_one2one,1
ENSMUSG00000033730,ENSRNOG00000017828,0.0032,0.1056,ortholog_one2one,1
ENSMUSG00000025288,ENSRNOG00000051726,0.2922,0.365,ortholog_one2one,0
ENSMUSG00000022262,ENSRNOG00000048363,0.0201,0.1936,ortholog_one2one,0
ENSMUSG00000058174,ENSRNOG00000031483,0.0612,0.0731,ortholog_many2many,0
ENSMUSG00000058174,ENSRNOG00000033214,0.0744,0.0503,ortholog_many2many,0
ENSMUSG00000032076,ENSRNOG00000018778,0.0168,0.1826,ortholog_one2one,1
ENSMUSG00000067795,ENSRNOG00000047310,0.0306,0.2031,ortholog_one2one,1
ENSMUSG00000071632,ENSRNOG00000048861,0.0451,0.3685,ortholog_one2many,1
ENSMUSG00000040613,ENSRNOG00000015411,0.0409,0.1592,ortholog_one2one,1
ENSMUSG00000031997,ENSRNOG00000006324,0.0086,0.1937,ortholog_one2one,1
ENSMUSG00000063439,ENSRNOG00000028753,0.0054,0.1784,ortholog_one2one,1
ENSMUSG00000022390,ENSRNOG00000055925,0.0048,0.1791,ortholog_one2one,1
ENSMUSG00000047696,ENSRNOG00000038520,9.6251,30.7572,ortholog_one2one,0
ENSMUSG00000022479,ENSRNOG00000054420,0.0177,0.384,ortholog_one2one,1
ENSMUSG00000005917,ENSRNOG00000059469,0.0056,0.1569,ortholog_one2one,1
ENSMUSG00000036913,ENSRNOG00000019024,0.012,0.2462,ortholog_one2one,1
ENSMUSG00000022702,ENSRNOG00000045770,0.0048,0.1108,ortholog_one2many,1
ENSMUSG00000022702,ENSRNOG00000049255,0.0076,0.1196,ortholog_one2many,0
ENSMUSG00000041939,ENSRNOG00000049604,0.1087,0.4233,ortholog_one2one,1
ENSMUSG00000037296,ENSRNOG00000015375,0.0154,0.1706,ortholog_one2one,1
ENSMUSG00000060450,ENSRNOG00000045637,0.0194,0.1405,ortholog_one2one,1
ENSMUSG00000038895,ENSRNOG00000014065,0.0079,0.1726,ortholog_one2one,1
ENSMUSG00000029999,ENSRNOG00000016182,0.009,0.116,ortholog_one2one,1
ENSMUSG00000058600,ENSRNOG00000005975,0,0,ortholog_one2one,1
ENSMUSG00000027708,ENSRNOG00000012734,0.0071,0.0515,ortholog_one2many,1
